delta_sig,Kf,sigma_res,Rp0.2,R
414.209520944792,2.34110050266544,65.9286771395169,290.424750899663,0.106768667174106
576.321720882056,2.93667303243939,188.649066093774,352.952760384689,0.658356629517027
694.239777061575,2.8192122272717,-64.203504137133,922.388011499254,0.435582271299087
245.112745906208,2.58134700289438,-321.829049454729,880.306777762462,-0.178153353910537
360.434634179414,2.66252128301558,-221.110448886521,957.130333979604,-0.144981362093174
86.2145564786305,2.90781121318967,-331.342421951731,983.667476724388,-0.825589069324092
430.616823397071,2.71723247480899,49.9644418721272,939.656445643755,-0.865911795808748
298.780119553331,2.42792368722048,-276.105688964444,926.084721921321,-0.0557453715991189
507.866830588166,2.43721380204916,-34.4490079013186,1054.54677701596,0.13512127323143
420.077617070577,2.45242634343512,206.300311829698,387.530766857443,-1.10784677307301
536.335659435032,2.78977231183227,-30.2430382979882,869.510934622773,-0.0194637678577027
286.26609175711,2.89271899164329,-172.447421496097,401.210165944748,-0.865310887300113
582.764262154004,2.69182203726596,-2.08113225532915,960.756157155231,0.150819489354018
428.067575351025,2.52564161689621,-162.158631375525,449.591666828127,0.06684812001603
234.477367300912,2.32323678837221,-96.1485045171717,1022.23017702006,-1.16645059668684
472.827541594464,2.70950761937832,203.687764279457,279.404103650426,-0.0968615319549581
535.396362781208,2.65554994874901,-81.1443219871708,431.830611549932,0.672016250442996
685.558657965129,2.35983306975895,8.9811796489343,1018.93643146676,0.574489385193616
486.006547435816,2.36727509756546,294.033160503305,294.09535272676,0.588701309399719
695.831494642603,2.31891049276027,807.189371284073,1020.07441847022,0.0174652931365447
270.866903752151,2.43189599730566,-87.8573177910888,349.124943121308,-1.0923633825876
400.253837921693,2.41146801096265,-4.88541324048741,282.744927215629,-0.0550162876725016
272.409777722433,2.33888295804655,-88.0318588254981,259.311177440699,-1.0796723927722
687.661202531081,2.33694717704846,869.505315363566,1039.22227028652,-0.846393305710472
347.256784539067,2.56785602086595,-310.693804343037,865.171494216628,0.0585207829402622
281.175912322902,2.36976391324315,-325.493152020092,1029.81709599089,0.0372738300873961
170.387094057729,2.47734282238192,-185.58968975587,385.770118412518,-1.03730923396425
254.691861521275,2.3175308022421,-116.590509251447,406.349842013102,-0.811285602804282
362.089204713786,2.35054202223337,56.8846186048354,304.337439527616,-0.846864957766779
419.954452200614,2.35703125359881,-9.9212838695769,434.942696907148,-0.117731064214415
311.467742295847,2.64919796206741,-67.1440191163898,389.645197290452,-1.15087400244019
500.857526474211,2.58366545636157,-34.684221537288,434.239771369899,0.456010605125599
212.146568341521,2.45095675734959,-334.791565815442,974.947432171282,-1.0174301596593
326.529314994256,2.91639030199849,-112.298235152697,389.955293425657,-1.02487192833349
423.744792588856,2.54116661666905,225.138428001918,323.542644224656,-0.981378482766816
597.34702705629,2.65473529205426,90.1830396529918,991.506108419182,0.0889394057309992
435.837067063443,2.73496187907399,182.779663665942,271.849410462932,-1.07031203188238
474.650943420408,2.32348947810636,26.228241402991,284.302971288446,0.643728164571514
296.289401295692,2.58786931691627,-333.863586801947,963.091690968065,-0.0279992806426415
469.024700217062,2.50897622156264,-34.6740986762216,342.23699114629,0.457813873693213
193.633116764517,2.52133010904519,-348.283549716246,898.156929601824,-0.84085372606388
490.954405967985,2.63369924099845,-59.5849806903137,966.377833898585,-0.0184426137277912
338.157863281994,2.54452735276878,-30.6209619424773,1004.0329224036,-0.993203831789876
738.625699656243,2.68624664359464,67.2540841352628,945.291107142048,0.592554826464773
479.742639759764,2.33628503583383,-13.9444309851689,1006.85422113719,0.0775010296535654
376.63425354945,2.99463482488389,-81.8190539189327,332.986131431297,-1.01624798081347
504.051830089375,2.58208111441414,-184.386189393513,427.742173011173,0.567617036032622
530.145925724964,2.98725960064868,19.9171096245628,389.233246597731,0.322390462955116
491.54633598266,2.37390893923929,273.478034290817,421.444295056564,0.508051766124297
551.036715387393,3.05323186024818,-171.368795583285,358.399351619389,0.523748228961202
103.713830512122,2.93477313956312,-298.973379640236,1057.39365495673,-1.09143135023299
586.849528046432,2.8584645219627,32.3192386165428,876.592529822109,0.00679160588248523
356.901122308616,2.38561530662775,31.1827640514283,443.383786062257,-1.01922171629585
455.767099083539,2.37246444724688,-52.1418787612909,933.437981063473,0.0315693969836374
480.639216960818,2.65201460939499,230.277370762899,315.03688024278,0.133345425381254
443.649206557254,2.77458334834105,-82.6369798268333,307.026038822488,-0.0282410651656779
455.867397318576,2.41303170229134,41.2814455075121,354.013384760092,0.39742934907238
509.007108542444,2.88853586130812,-99.7398862598808,299.135378386605,0.375671868397894
563.16354507232,2.80850622486011,330.211581136545,374.777122073573,0.675751906353695
518.332088281033,2.85557669205199,-86.3285559058342,912.974518709718,-0.0254691690079589
475.160187445858,2.46984082602831,-47.5171031994014,447.311714620733,0.302939464441139
406.399753151285,2.67757267016436,54.4732427226085,903.621745956656,-1.10878867055982
297.172279900933,2.35266252870445,-78.2729138730021,318.603823499347,-0.835921909322207
720.09509555142,2.56038246178525,930.871095643589,948.479578608233,-0.186728237619149
418.884976905522,2.54979215944212,214.385436636585,292.542589715053,-1.03845731550792
424.7034686131,2.33130632699787,-51.3709641186899,303.300348346822,0.36166377966803
156.5387988988,3.05773638720875,-327.925804591509,895.162345655106,-1.12448401094336
542.420772196025,2.58108948965543,-312.192559322466,968.61243506877,0.414970906993017
126.548480016793,2.57921795240944,-270.893098803736,1009.53256752834,-1.1507121926702
449.201292445353,2.46172884692937,284.454047491486,294.63394021328,-0.0273955268392437
782.547165576136,2.66044132732963,939.246030703985,915.878393050593,0.662577306604001
543.392399650531,2.52812792642198,-388.61342291295,1054.29992766225,0.480129525093381
129.293035438156,2.91741503863094,-325.230466832004,1005.38291018253,-0.967367166714854
511.011557087139,2.83612448620542,-7.56779379774804,373.994859761919,0.374311305363431
405.729663710407,2.67451122127196,-169.610584030631,309.643341599993,-0.0411564629026193
466.820864585654,2.41063926317941,-97.8041815418377,377.925391602589,0.529304153305349
726.161890174651,2.80842799349811,-0.742222872023035,872.280288458169,0.556926093834119
167.772899930108,2.79350839730033,-344.224877770954,961.19989117811,-0.901353111268719
262.181529774629,2.37645320530534,-81.9306523713551,894.520900329534,-1.09789511894256
32.8784596281671,2.65185037519359,-284.789308735729,905.977215771499,-0.875748757996824
419.379856754621,2.54461692801207,162.121273313648,357.281787763836,-0.909724830581663
261.308728757303,2.43019065631455,-336.433389254754,1017.80578466279,-0.0191170184948073
538.673453644103,2.72623920250398,344.530215395499,359.927469079262,0.584163474111268
419.807683088346,2.38632163321748,-348.925940411111,987.855229455213,0.335466336012913
467.690442961838,2.83818154184634,-142.978382868272,371.928260671022,0.131092869379305
528.42682494804,2.89791344588767,-58.4793931240039,995.374218687684,-0.0727581095398947
367.522267659534,2.54744913410462,-4.78405634650873,284.531155430347,-0.83675903339722
781.319969731859,2.68282566690438,826.529245911992,950.27497094069,0.615857481475876
523.087649782661,2.96362439335979,-269.976394920445,925.737922334446,0.189934459201103
495.988281291384,2.8426243322812,51.7532530160408,307.766808305359,0.198086392451901
716.001934055499,2.58335584658649,834.845341980661,1020.45231395286,-0.90845445277945
403.038885157378,2.63039327943619,82.0375661456283,373.19829105497,-1.12249362553336
713.997501847393,2.58363393315789,861.764110101912,1012.73466473275,-1.12646282221369
295.540796123677,2.3408748742857,-264.211798204593,1052.48078794239,-0.0385994444782557
451.090231380728,2.31430719559688,261.71180691211,396.015495022558,0.102652280357747
278.871295075928,2.52955977394966,-89.7103413539589,883.125175836252,-1.07826042174537
475.626212924616,3.03732126269362,-291.466602512732,946.396122171337,0.0849659223158087
464.966423042271,2.85995064887842,223.818337764972,306.367070835927,-0.935294034653834
517.272411482751,2.65175401074338,326.06757207584,320.367929669995,0.488440746006299
466.6850182437,2.36756734423517,-76.9349805738301,423.89747929669,0.450644431213095
340.198626166027,2.51929469852517,-14.1522913770345,1039.68882743602,-1.06626823215111
356.797548680878,2.55532074368434,-9.17944270575728,401.991185086003,-0.98287475475858
449.846071782754,2.34993950357894,242.697849552449,273.597785374136,0.303733004811108
523.221106177819,3.0478453610344,240.993229000419,296.694044661064,-0.149093586669947
396.254850690132,2.99550935345556,-12.6890435255464,947.331328327058,-1.18031472785741
532.216730050567,2.58988341145277,71.4425528181211,423.273820394429,0.685444880380542
748.471897885315,2.49346742641152,819.513430089752,1012.42194184223,0.4844927037566
717.614803152176,2.66015683668823,836.659795441824,975.547775238482,-0.846302886947563
696.060736934417,2.32055360425143,60.5930631916474,925.58831939465,0.699791143454357
469.27361056908,2.36431212783482,172.16186425743,376.486522080371,0.46298380315136
443.113368280627,2.60259960909391,91.2392304351756,343.188655304865,-0.150389633340783
697.138853293676,2.46686802321866,806.653579698427,1055.79709333501,-1.14648780000223
402.705735044765,2.64064191853647,50.88491629765,898.686750387818,-1.06149571333409
460.567953086852,2.3338007204991,-238.977515858609,1007.71208432213,0.326889063025271
249.42464431573,2.50617093535886,-368.69963064996,1026.22591514202,-0.0170765117794366
157.162567565822,3.0139711110193,-283.450638727642,976.503704933606,-0.858029624412018
289.869016264803,2.51356273908633,-69.0342458497789,404.229588547544,-1.14243666853005
549.884084070678,2.86276560522817,227.238227712182,336.274664280225,0.543920729535182
504.792551900371,2.46261858823188,196.8236004918,408.919385854467,0.596146187849705
264.508276353301,2.38947438620393,-95.3940403116014,316.87384848455,-1.06988040300223
338.644228914908,2.66676268409954,-53.269370911523,391.11324046089,-1.01742985415476
388.817887148071,2.99328303192246,-353.04347186743,1056.09096988607,0.011423635421066
486.167134494759,3.05888199887552,85.8968944851235,1057.65542785162,-1.03619402662447
441.329396404911,2.43216719609726,169.189883321517,320.161252546844,0.0990134646953212
624.42543426078,2.68909552148915,91.5086233924042,970.514435605191,0.157133327727201
472.182015632013,2.39415272164772,49.17498030813,1019.32493706168,-0.149785507458072
688.508530898229,2.36047082761985,-26.5428169737262,1016.27480005519,0.597947142496669
594.497924605627,2.99343374677561,207.416922629235,325.002783800153,0.670995202871771
736.710396064556,2.68998355927218,850.440123081895,893.512186042254,0.199731791610288
509.647303774193,2.46805218326444,195.92050639364,321.733636076059,0.674448071000827
422.907979849227,2.79723993459093,22.0614060139751,861.166864914474,-0.879569697213552
129.479487365338,2.80631722013826,-241.483667175955,974.692717720973,-1.0683835216643
707.831318762412,2.50820792389119,-19.4891215873755,918.092498309454,0.644822919373258
713.593493934348,2.65550744665543,799.789894007962,995.172323790555,-1.00968574937219
452.243997140882,2.6320959816763,-31.7827339909155,419.288438825278,-0.0581975022398244
247.400756624109,2.3313380433768,-322.174247286155,1011.57683012416,-0.028279006000065
499.99433051395,2.95192775652187,-82.3276630772922,379.46472303049,0.185387386322797
452.220408301118,2.414756741788,76.8777877019721,435.933295938025,-0.0244041332777639
500.253557056092,2.73312353658708,68.7999022949872,344.131242287915,0.378481967492501
430.14956095285,2.457353391041,-68.1904890555211,1057.49751503787,-0.105248086709578
355.323679323044,2.4978616508956,-227.980224629168,988.739609884281,-0.0392466407967658
336.639167261404,2.36263907635249,-3.19229663753164,1004.06864120015,-0.944387562927508
685.168742974541,2.31434970168517,31.7712962145862,940.47032338719,0.660539249213805
464.795339285057,2.43344826944695,263.428872379599,378.618247809395,0.18478586312213
436.08718782668,2.46065851446175,8.04080750270401,447.398753383235,-0.187891934632093
729.32342564194,2.72704130503642,795.940239574224,926.040448502804,-0.154420543201924
519.792795455618,2.62160315631142,-43.6359524878266,310.086275972183,0.652026503890422
499.987629419664,2.99425656674665,95.7127770319956,882.786127735685,-0.86056132980818
706.144103784466,2.51729901323234,865.976994656258,906.059832755535,0.0412625281759586
719.967364592163,2.61683918118703,771.609207323112,941.546032354527,-0.0160497484230744
204.250115651047,2.61052585619886,-389.56156951422,1034.44710078432,-0.112127475437862
216.894869391794,2.57758478954164,-188.180937463984,321.685637292173,-0.903637878842565
583.58121905368,3.03667308401058,-26.3298316742399,405.338918170937,0.676727118095954
353.753987756583,2.36738166135935,45.3259064613028,990.101527076012,-1.16220457443177
509.588395997633,2.49475534147688,163.636087365407,440.25885363959,0.532437291031397
478.445155410995,2.81700799767618,-94.2155067343143,418.37103475477,0.0777402242489766
144.469326520568,2.49934326314328,-382.920433837471,948.908432574694,-0.177063940983497
370.843832490896,2.9664429560207,-95.9619363577046,444.363333432319,-0.818474789920829
438.791956509127,2.38160921736018,-340.893160767025,1016.51012954206,0.360738288925794
438.755566727759,2.53557242851242,315.912360879833,319.20464341779,-0.87112712215961
742.980468320596,2.60622272108912,838.317811230245,1019.25158865632,-0.0215137553235114
533.144325111067,2.46440760051177,-250.560611173857,1041.70517976967,0.404204602833418
460.376206119095,2.39418642907648,267.008723053743,284.146419899258,0.329344676032187
377.137736177225,2.75208609405137,-21.9753044076626,385.976579689934,-0.984589770212392
495.760031664428,2.91208083268027,223.006525061149,449.602724778564,-1.07634015244163
456.159559188661,2.52771212840576,249.929755569455,434.495978479977,-0.953884703113977
655.215630339131,2.38219249256412,915.428464567263,866.414569283997,-1.06400551740713
551.84457188028,2.46902258387003,-89.2044681659523,869.557458477013,0.308247213647996
765.754201478257,2.89552746076607,764.042704797392,983.570117427856,-0.172288410972799
404.154402239917,2.45960427616405,170.964442531779,303.729582523357,-0.856658895908497
416.003297912647,2.88282738280696,32.3552393557003,925.277627017776,-1.1529738061513
678.948299057513,2.7450340899562,-306.517994645108,884.772101429364,0.562677601321789
373.279127150346,2.4429519608683,50.7472148266123,308.43881145484,-0.840649469997748
458.15608254072,2.78121856911293,-9.04902592472595,361.632648121765,-0.0929009854239615
411.474046758567,2.40623016424643,190.659829071267,373.316706831273,-0.945646720445245
489.162702624708,2.57150943118066,20.1677876869585,906.674753614313,-0.155015048646685
339.74300047116,2.57551604950501,-69.4960078503412,310.522224452878,-0.833080478479733
446.361739418901,2.72656822612178,229.283707112345,314.470858673724,-1.0316977266606
413.705655782084,2.52104113082027,211.299355805276,314.036160805992,-1.15777554770589
597.290748985685,3.00468050368196,260.16217499592,311.719083415676,0.648360876601473
723.666021072996,2.57898978481271,933.576018399728,1020.09367497981,-1.14507853662165
684.611372106965,2.31700933373618,792.889148083196,981.243586514557,0.00797290202257525
436.448984431489,2.69724009200232,-141.433688806293,261.955348019949,0.120576695111014
490.294925902657,2.39688588452179,4.94803278839898,402.895900977497,0.621808350983492
772.169672942795,2.57177271156407,753.223960376443,987.579524002287,0.658381851055893
439.073671499002,2.44001345102305,-23.4263103336475,1031.06937437538,-0.16614032455311
444.027923766296,2.36628943818235,-164.696274207688,420.643054006726,0.351807944413867
735.95734364884,2.65557036822247,-324.032216618474,947.434487448932,0.69186297593863
488.230635856342,2.72725002152111,328.900132780851,317.812385734693,-0.101190328294384
476.420184122811,3.01965429073276,-183.368820649308,429.264413314604,-0.0153048646527475
309.078545979046,2.54332199376824,-88.5414638620142,390.980937104684,-0.859728438963959
354.522504307204,2.60544361583305,-48.8075717995618,352.797503475897,-0.828332292403041
712.507633674278,2.52704244224667,-63.6319842668624,940.46597359732,0.642500446458673
524.91192259587,2.97019756351831,236.684542697552,359.4464886051,0.0965215953194212
227.473555487702,2.55339445425243,-160.033175066585,426.680437715737,-0.957064031294315
744.037562997951,2.52607472217375,834.213870472376,1012.95751125107,0.322725272389453
640.029715296911,2.36292356125012,-216.588650342883,910.612857550283,0.603277811886166
773.723968600055,2.63549705336034,905.398581141206,999.342970529944,0.500761367661497
358.678279898727,2.66907979089268,-340.236917978596,964.718408942232,0.0815876314604779
546.049956189325,3.05752342563634,-212.199381710689,1039.75971116644,0.126174062375499
497.516226655364,2.55450201082867,234.816963761176,259.559734128187,0.436425987563691
448.340220096596,2.57690161211743,218.095662153086,426.896021441358,-1.14475183877997
322.13847552131,2.33428267640999,-9.92236912961491,985.58083555811,-1.01055282316045
513.766758446024,2.62666730294006,325.526827682904,372.514252799063,0.487640208091608
395.295876854813,2.80057599038255,-0.379102575458148,953.302402476297,-1.00502773823382
721.322460845241,2.369640101007,922.319151996873,906.633537133932,0.584694037203167
476.871320429571,2.59452970890964,278.958805197075,451.112565943011,-0.841436088218426
490.108587885968,2.5244383802015,44.9983922714478,360.486792555327,0.542966316457974
537.71955193269,2.94085711488858,271.764289808872,257.035491104355,0.183190075278943
430.446751179424,2.36629753647118,-37.0159457103922,256.783011250667,0.356199774619507
725.11038911761,2.6296528996881,33.5363528369006,977.036327695718,0.559210846022282
439.050323446419,2.32441953172475,-28.5251878331067,385.091864495612,0.33374818841806
725.174825898967,2.71806632607802,-290.822758221834,869.971500269119,0.677267935862191
271.313027084409,2.48515736636825,-90.0870468843578,1019.83700700886,-1.08672054646362
206.7153607586,2.36314281831667,-340.207167308561,973.568229947761,-0.0975560875752648
403.382625957031,2.35689916257927,-194.474198367765,426.918690695054,0.159662573702546
458.304881353735,2.42722178546885,316.27195127741,396.221518901723,-0.186066471772908
314.913505773043,2.44586472816585,-56.7057207634918,928.601162394065,-0.885519749187782
510.915417819521,2.75559284533295,-95.1945349986503,273.413741350874,0.496458321604546
450.617687197788,2.47769147620073,289.52991369158,334.852662856286,-0.118529425148394
422.514700456449,2.54260640136695,23.2842663293522,293.640462352078,-0.0923957568506453
54.1869003694153,2.33504120747152,-244.933137608203,1051.87611626142,-0.956909213471158
781.568162226072,2.64191408159166,845.070859991559,1014.44134641881,0.572359822221581
422.633550757467,2.32278265904915,244.464213016815,260.933550302021,-0.0666509252624851
448.020261466648,2.56601998652093,-34.7386558307137,347.403632754778,0.196481279947498
139.399068641621,2.48932368887594,-235.100116036216,1053.75553258858,-0.816156288400846
471.81474757969,2.55342932529313,-68.6612305532075,862.970771153575,-0.0113728493880607
586.187630460795,2.31870749096519,-12.4453771563773,881.926521223042,0.41209203584293
457.097113658722,2.38873231489171,315.560786294184,364.000978243685,0.13480250840913
764.055078316303,2.81170864216277,71.2701537074532,884.200017233933,0.659910407584931
747.331556111594,2.90707738730038,-17.246012150101,953.878700408367,0.501098505539999
533.092596060845,2.61188144883891,-227.039483988613,913.06034521076,0.32324378328959
454.671272503623,2.9714931261222,78.8471428929029,360.395950438965,-0.888655736674676
694.495598161517,2.59650889406271,-52.0245053016234,943.99207388214,0.539061806565471
207.246540475352,2.9764554552219,-251.355885919098,1001.78179578036,-0.84011608699338
716.682913791379,2.5587926016821,823.232487229812,961.487075460635,-0.109344112942252
497.048107900987,2.62256263530722,231.9632998301,268.6678936268,0.349352552923752
450.965230407604,3.00509621053452,75.0065452730983,368.822205088742,-1.06057000915844
754.947327259606,2.53514404337759,883.649863063106,951.3050254638,0.579698430241251
356.291959372723,2.97297226615921,-306.496596232354,1035.08272237496,-0.143465588665334
710.45140736653,2.57893637674569,856.20976766902,990.484167084453,-0.913957187295078
427.521487313996,2.46707806580173,-76.5709668544847,937.856336559305,-0.103830578411504
296.901037119046,2.57537980982244,-83.1794300283935,407.068669283648,-1.0388193689715
531.206726604503,2.66284625811266,-82.0776129595752,920.390693825446,0.130386192993698
453.591446698186,2.37372380366462,325.2702007845,436.031667618327,-0.800082974222099
591.654195794688,2.31771864432381,74.7024351871443,962.201630849209,0.328088588934616
387.104596453359,2.67503578330793,44.1446855694503,322.568913051298,-1.19453777333467
318.666296308632,2.32011393762024,-38.2057837561215,354.307463688039,-0.819664976463637
352.497806279031,2.38902505524721,-157.357044240418,340.20817617842,-0.12270020782829
354.716329731026,2.52477898024139,10.3923692509093,962.374886267651,-1.11468604239364
740.30980103571,2.49906972081313,793.931186956232,981.711895682386,0.462511976920538
508.298814617755,2.8700880642317,233.632494239425,255.199883623351,-0.00460572844942217
476.634462427689,2.58643495378174,345.170794186438,445.425061775599,-1.18763418453264
730.337538375044,2.67056316808247,875.794620815126,1022.71823848057,-1.19910472057567
198.757201243522,2.32022846458277,-151.346095505882,381.390942140467,-0.971434771358441
731.461109624203,2.78101366910125,947.38535399237,931.6249061964,-1.16640548169752
726.653703556532,2.62631742344702,897.764648384213,1020.12459582959,-1.14333480787902
622.40310480619,2.86687691469831,81.0661214488728,889.161139043904,0.0560776993328888
281.456589278398,2.536472083589,-306.756143003452,997.137427395798,-0.0958727617333882
830.676974263629,2.85047056925426,908.91788483317,1037.04400819888,0.670323922866751
493.456612797487,2.39652435407978,-22.1614354014774,992.793650767762,0.0960030325664608
712.524752888238,2.67023345086113,855.404990535473,870.719563063312,-0.152458689352101
735.747261689178,2.77865856408651,825.629687616429,1002.52935895183,-1.10043215560163
728.769142740505,2.66727414138143,899.336925993745,984.0556244302,-0.809097740661732
672.153473985869,2.84180573477701,-381.807662415156,952.22421595594,0.525707530109279
491.162828569594,2.82475745981859,3.15457162670765,400.348293768539,0.116257959164991
683.413596164209,2.35296649263411,939.201789016812,995.713727763863,-1.16337674285007
446.295159681505,2.67787414698119,70.1228132007413,270.497496303084,-0.142189237220595
241.096245764812,2.46051624157983,-354.693107488832,1058.10224303006,-0.0407979254319144
451.132718505946,2.31836014239788,-124.078942845878,417.263484047605,0.427627128086714
414.503458830322,2.91252915773051,27.4612580706965,401.911825033282,-1.17046324930557
345.440894100265,2.60611042070515,-71.8252404796318,265.766309793902,-0.842610275303926
436.48442789513,2.52081378419097,-42.2869382237478,434.529308474738,-0.0923812740985933
554.186673475294,2.82407962932578,24.0850371567989,1047.64008116085,-0.0868639633542698
789.479243793382,2.99034561206014,790.718476057484,982.018449254891,0.00796672991616049
438.534090557361,2.9609465338895,36.0789982428612,973.372166357848,-1.05144856876276
677.120756813536,2.3397632714318,940.848864871883,867.600307079192,0.0969489337854461
468.780301268633,2.42985658471139,348.668552768302,406.794832268415,-0.0573177000301737
480.526808865947,2.61678070310961,-47.764765885749,401.143603464318,0.337923072633426
485.727319062802,2.652983148947,315.399666311613,385.439919789629,-0.0767692366319152
307.964700278369,3.05120419346625,-141.814852561314,406.966363143918,-1.0890245124178
411.015296422944,2.37567405581435,-51.4967382229999,313.172066121808,0.174673444008934
612.734972972154,2.84555315043993,-46.0376734652368,957.923877909309,0.195896056824886
425.238223263384,2.3331723378844,278.873291636329,404.749399156591,-1.13230481493933
758.037343836239,2.6227648383833,929.119305228879,1043.09531980667,-0.00699735304798438
699.288398656188,2.36363269324928,821.184423816677,886.389495952184,0.458348385605881
537.514692203541,2.82660765741981,-102.324072995007,305.068576507294,0.591614446138005
758.62018077624,2.83914623949338,-206.459423360934,920.880715618693,0.65838793226066
586.267143018718,2.51457165992608,-392.195404654471,883.661581967599,0.539277810171911
765.566414520073,2.69066290864138,924.707291292843,1049.20407507895,-0.154689418990407
689.760044586989,2.41508217472948,59.6283428390313,920.161818132145,0.618256650690682
702.078639047285,2.35092576525297,782.495297037977,1058.5856882608,-0.154573464531181
195.086091823822,2.51172628926287,-350.560028650867,897.351908853968,-0.178324463453092
397.533408613609,2.85554576254046,0.187984750721043,453.077056313375,-1.06720100521554
429.789915886514,2.38030004327029,-28.6425606795283,890.703759955317,-0.142419679901542
459.60702051968,2.37054427044078,249.481656947714,415.3823937235,0.0151371365296484
337.546808826373,2.40106976650575,-8.02498426240567,365.09907097492,-0.96159133120548
283.951450293984,2.60051544192437,-109.775241719365,261.926012262493,-1.19448217728876
451.508678421697,2.61530840266431,316.177296949808,341.286675285211,-0.870141272146866
362.876408947511,2.40953920850663,-210.616800197594,1007.52661468457,0.00403988217295229
457.531484324639,2.63221035238157,-4.71228852962955,402.675302301257,0.0093196232860441
467.057607783176,2.39678211301521,215.980795826807,330.042010848422,0.436842068877848
537.565689406323,2.70704709627171,25.090030383505,884.052554155996,-0.0613405257797814
453.947326775627,2.73795085363182,-19.6337258039856,389.49019273953,-0.120337127352419
365.10911286805,2.64503259044038,-293.20836426663,915.399047820795,0.0296998215142566
586.952933947855,2.79603795167157,-387.013693025229,936.253219685392,0.443431984264406
554.806923052603,2.86442051523694,-124.989684345506,265.715034172299,0.60999767096707
403.589156560183,2.33413697343621,303.442947275963,295.847134019022,-1.17201074041887
711.179574959122,2.34364502313007,852.417330096687,888.229964727558,0.588530770917666
261.424428869807,2.38429972959764,-95.8299049833922,302.898339117577,-1.11236905595644
274.991574969795,2.31801457723471,-338.095004133085,953.821040710352,0.0750316990054967
76.2544572567814,2.37330344742178,-249.425175983492,979.06728372955,-1.0013111184699
440.983471218466,2.44527804077953,-119.406018204093,364.395417291055,0.342816062160073
371.924259900956,2.37028738403074,-284.644827951802,1022.26383174138,0.177611677536666
478.050683247425,2.75564282154055,-135.503682387609,420.760339697688,0.190458614090942
703.444063560151,2.55653994495177,-334.595141325997,1044.46761866623,0.621627705028285
343.341264014112,2.65564565129183,-258.265787162435,875.254577887954,-0.106029422465205
707.327034642057,2.46552710881163,-259.209433791146,989.950196550928,0.672921279187503
498.07280448043,2.60427651510219,-18.4761110108189,932.645724218793,-0.0525201105696838
445.995590892326,2.77006930709585,-85.1748756023285,322.720735055477,-0.00522702422814164
395.860651846157,2.55584298667084,-183.148399732509,343.17529378604,0.0252950461702914
724.329667724763,2.69122306725226,922.196304360737,951.794773364472,-0.935665562220702
685.43907627865,2.43584197739596,781.681215555659,919.640197964787,-0.0554811773091631
340.556300508035,2.5190252011219,-19.7008761414683,329.869120255168,-1.0726620687691
579.827956502563,2.95436397026348,346.235140848665,418.537548794773,0.644795934114862
479.116624073576,2.384561649526,259.650178251283,451.88968109487,0.0997005037417707
548.366531095712,2.89832616774207,-54.125612432419,404.018619288145,0.586987840844114
